Barrio;Miercoles prom ;Domingo Prome;Jueves Prom;Lunes Promedio;Martes Prome;Sabado Promedio;Viernes Prome;Promedio Ene;Promedio Feb ;Promedio Marz;Promedio Abril;Promedio Mayo;Promedio Junio;Promo Julio;Promedio Agosto;Promedio Sept;Promedio Oct;Promedio Nov;Promedio Dic;Atropello Mensual;Caida de Ocupante Mensual ;Choque Mensual ;Herido Mensual ;Muerto Mensual ;Solo Daños Mes ;2014;2015;2016;2017;2018;Prom_año;Ciclo Ruta Mes ;Glorieta Mes ;Interseccion Mes ;Lote Mensual ;Paso a nivel Mensual ;Paso elevado Mes;Paso inferior mes ;Ponton Mes ;Puente mes ;Tramo Via Me s;Tunel Mes ;Via Peat Mes ;Prom_D_madre;Prom_N_buena;Prom_Navidad;Prom_Feria_Flores;Prom_1_enero;Dia_5 Prom;Dia 10 Prom ;Dia 21 Prom ;Dia 23 Prom ;Dia 16 Prom ;Dia 17 Prom ;Dia 18 Prom ;semaforos ;estrato
Caribe;2.784615385;1.126436782;2.494252874;2.482758621;2.904214559;2.363984674;2.858237548;60.8;67.2;79.6;78.8;83;70;70;80.8;78.6;67.8;77.4;73.6;3.233333333;5.45;55.05;37.61666667;0.4;35.95;980;899;861;882;816;887.6;0.2;0.2;5.25;5.633333333;0.2;1.066666667;0.45;0;0.233333333;60.36666667;0;0;2;2.5;0.25;2.02;0.2;2.65;2.55;2.333333333;2.433333333;2.383333333;2.666666667;2.7;7;3
Carlos E. Restrepo;1.907692308;0.743295019;1.831417625;1.727969349;1.873563218;1.490421456;1.911877395;39.4;48.2;56.2;52.8;57.4;45.4;48.6;52.8;47.6;50;49;51.8;2.316666667;3.9;37.85;22.8;0.116666667;27.01666667;596;593;619;633;555;599.2;0.166666667;0.05;8.716666667;2.666666667;0.066666667;0.1;0.033333333;0.033333333;0.716666667;37.26666667;0;0;1.8;2.5;0.75;1.88;0.2;1.816666667;1.55;1.766666667;1.766666667;2.066666667;1.5;1.566666667;10;4
Carpinelo;0.030769231;0.099616858;0.034482759;0.068965517;0.038314176;0.084291188;0.045977011;1.6;1;1.4;1.6;3;1.8;2;2;2.2;2;1.4;1;0.65;0.233333333;0.5;1.383333333;0.016666667;0.35;18;29;24;15;19;21;0;0;0.066666667;0.2;0;0;0;0;0;1.466666667;0;0;0.2;0;0;0.04;0;0.1;0.016666667;0.033333333;0.05;0.083333333;0.083333333;0.066666667;0;1
Castilla;1.380769231;1.367816092;1.498084291;1.283524904;1.578544061;1.383141762;1.440613027;37.6;42.8;44.6;43.6;45.2;46;38;40.2;39.2;47.4;46.8;46.8;5.35;6.05;22.11666667;31.8;0.283333333;11.1;455;445;601;566;524;518.2;0.166666667;0;7.533333333;4.7;0;0.083333333;0;0;0.116666667;30.31666667;0;0;1.8;1.75;0.75;1.42;0.6;1.183333333;1.45;1.35;1.55;1.45;1.583333333;1.733333333;10;3
Castropol;0.680769231;0.272030651;0.643678161;0.597701149;0.712643678;0.394636015;0.727969349;16.4;19.6;19;16.4;19;18.4;19;18.2;15.2;15.8;16;17.2;0.833333333;1.016666667;13.88333333;7.583333333;0.033333333;9.9;181;210;184;226;250;210.2;0.066666667;0.05;2.033333333;1.1;0;0.016666667;0;0;0;14.21666667;0;0;0.4;0.25;0;0.56;0.2;0.466666667;0.35;0.666666667;0.616666667;0.75;0.516666667;0.55;3;6
Cataluña;0.161538462;0.183908046;0.172413793;0.153256705;0.114942529;0.164750958;0.107279693;4;6.4;4.8;4.8;5.4;3;4.6;5.6;4;4.4;3.8;4.4;0.5;0.416666667;2.55;2.633333333;0.016666667;1.95;61;64;57;43;51;55.2;0.05;0;0.4;0.65;0;0;0;0;0;3.483333333;0;0;0;0;0.25;0.19;0;0.15;0.133333333;0.2;0.166666667;0.1;0.166666667;0.216666667;0;3
Cementerio Universal;0.130769231;0.084291188;0.091954023;0.141762452;0.164750958;0.103448276;0.095785441;2;3.6;4;3.6;4.2;3;2;4.2;2.6;5.2;3.4;4.6;0.116666667;0.316666667;2.533333333;1.766666667;0.016666667;1.75;41;38;45;28;60;42.4;0;0.033333333;0.583333333;0.25;0;0;0;0;0;2.65;0;0;0;0.25;0;0.17;0.4;0.116666667;0.1;0.1;0.15;0.083333333;0.183333333;0.133333333;0;3
Centro Administrativo;0.188461538;0.068965517;0.172413793;0.183908046;0.24137931;0.126436782;0.164750958;3.8;4.8;6.2;6.8;3.4;4.2;4.4;6.4;5.4;5.4;5.8;3.2;0.366666667;0.383333333;3.5;2.4;0.05;2.533333333;60;61;62;65;51;59.8;0;0;0.783333333;0.35;0;0.05;0;0;0;3.75;0;0;0.2;0;0;0.1;0.2;0.183333333;0.266666667;0.183333333;0.1;0.2;0.2;0.15;0;3
Cerro Nutibara;0.561538462;0.199233716;0.463601533;0.478927203;0.459770115;0.38697318;0.601532567;10.6;12.2;13.6;12.4;11.2;13.8;15;16.4;14.4;13.6;14;17.2;0.666666667;0.783333333;10.13333333;7.233333333;0.15;6.316666667;139;108;127;199;249;164.4;0.066666667;0.05;1.4;0.8;0.016666667;0.433333333;0;0;1.033333333;9.733333333;0.016666667;0;0.6;0.25;0.25;0.42;0;0.383333333;0.4;0.416666667;0.516666667;0.433333333;0.566666667;0.416666667;1;5
Corazón De Jesús;1.503846154;0.46743295;1.448275862;1.459770115;1.662835249;1.413793103;1.444444444;29.4;36;44;46;41.6;37.4;39.4;45;44.8;49.4;39.6;37.8;3.05;2.4;31.75;16.18333333;0.433333333;24.25;479;566;544;422;441;490.4;0.116666667;1.766666667;5;1.083333333;0.033333333;0.116666667;0.233333333;0;0.45;31.66666667;0;0;0.6;0.5;0;1.51;0.2;1.4;1.266666667;1.466666667;1.583333333;0.966666667;1.533333333;1.483333333;3;4
Córdoba;0.330769231;0.203065134;0.291187739;0.302681992;0.295019157;0.295019157;0.24137931;6;8.2;11.6;6;8.8;9.2;10.6;8.6;7.4;9.6;8.4;7.8;0.833333333;1.566666667;4.283333333;5.85;0.033333333;2.633333333;103;107;82;106;113;102.2;0.016666667;0.833333333;1.25;1.033333333;0;0;0;0;0;5.35;0;0;0;0;0.25;0.3;0;0.266666667;0.266666667;0.316666667;0.3;0.283333333;0.266666667;0.233333333;0;2
Cristo Rey;1.176923077;0.632183908;1.011494253;1.038314176;1.249042146;1.049808429;1.218390805;26.4;30.8;31.4;29.8;29.4;29.6;33.4;37.8;28.8;37.2;37;33.2;2.466666667;1.683333333;24.15;16.25;0.3;15.51666667;404;344;452;431;293;384.8;0.133333333;0;4.566666667;1.516666667;0;0.766666667;0;0;0.35;24.46666667;0;0;0.2;1.25;0.25;1.43;0.4;1.066666667;1.05;1.016666667;1.216666667;0.866666667;1;1.25;6;3
Cuarta Brigada;0.715384615;0.295019157;0.724137931;0.62835249;0.789272031;0.590038314;0.789272031;14.2;20;23;19.4;23.6;18;19.6;19;20.8;19.8;19.8;19.2;1.683333333;1.65;14.35;10.23333333;0.083333333;9.383333333;219;223;245;276;219;236.4;0.083333333;0;5.533333333;1.5;0;0;0;0;0;12.51666667;0;0;0.6;0.5;0;0.61;0;0.933333333;0.866666667;0.683333333;0.6;0.6;0.733333333;0.85;6;4
Cucaracho;0.461538462;0.578544061;0.521072797;0.555555556;0.53256705;0.555555556;0.643678161;19;16.2;16.8;19.6;17.2;14.8;15;17.6;19;15;17.4;13.2;1.05;3.283333333;8.683333333;12.31666667;0.016666667;4.4;246;229;196;163;170;200.8;0.116666667;0;1.333333333;1.7;0;0;0;0;0.05;13.51666667;0;0;0.2;0;0.75;0.43;0.2;0.516666667;0.5;0.583333333;0.483333333;0.45;0.7;0.616666667;1;3
Diego Echavarría;0.276923077;0.141762452;0.272030651;0.214559387;0.206896552;0.199233716;0.275862069;6.4;7.8;5.2;7;4.4;7.2;7.8;9.2;7.4;6.8;6.8;6.8;0.3;0.533333333;5.083333333;3.266666667;0.033333333;3.6;91;72;76;104;71;82.8;0.05;0.4;0.733333333;0.733333333;0;0;0;0;0;4.933333333;0;0.016666667;0.2;0.25;0.5;0.43;0;0.166666667;0.233333333;0.266666667;0.133333333;0.25;0.166666667;0.2;6;4
Doce De Octubre No.1;0.223076923;0.348659004;0.233716475;0.283524904;0.310344828;0.302681992;0.318007663;7.6;7.2;10.8;8.4;11.4;6.8;8;10.6;6.4;9.4;9;9.8;1.85;1.833333333;3.366666667;6.966666667;0.083333333;1.733333333;120;91;104;95;117;105.4;0.05;0.016666667;0.633333333;1.2;0;0;0;0;0;6.816666667;0;0;0.2;0.25;0.5;0.41;0.4;0.466666667;0.283333333;0.3;0.266666667;0.25;0.366666667;0.283333333;0;2
Doce De Octubre No.2;0.338461538;0.360153257;0.249042146;0.32183908;0.38697318;0.402298851;0.333333333;8.2;8.4;11.6;8.2;10.4;11.8;12.6;12.2;12.2;10.2;8.4;10.6;1.816666667;1.8;4.55;8.2;0.083333333;2.116666667;133;144;121;110;116;124.8;0.05;0.166666667;1.166666667;1.333333333;0;0;0;0;0;7.583333333;0;0.016666667;1;0.5;0;0.57;0.2;0.433333333;0.333333333;0.4;0.266666667;0.333333333;0.366666667;0.25;0;2
Eduardo Santos;0.023076923;0.022988506;0.030651341;0.022988506;0.01532567;0.019157088;0.026819923;0.4;0.6;0.8;0.6;1.4;1;0.8;0.2;0.6;0.4;1;0.6;0.066666667;0.116666667;0.316666667;0.5;0;0.2;10;11;9;6;6;8.4;0;0;0.033333333;0.05;0;0;0;0;0;0.616666667;0;0;0;0;0;0;0;0;0.033333333;0.016666667;0.05;0.016666667;0.033333333;0;0;2
El Castillo;0.169230769;0.042145594;0.191570881;0.153256705;0.168582375;0.141762452;0.214559387;3.8;4.8;4.4;4;5.6;4;4.2;4.4;5.4;6.4;5.8;3.6;0.166666667;0.083333333;4.166666667;1.433333333;0.016666667;3.25;45;59;71;52;55;56.4;0.016666667;0.05;0.733333333;0.15;0;0.033333333;0;0;0;3.7;0;0;0.4;0;0;0.17;0;0.1;0.133333333;0.2;0.1;0.1;0.25;0.083333333;0;6
El Chagualo;1.169230769;0.624521073;1.252873563;1.118773946;1.333333333;1.118773946;1.272030651;31.2;23.8;33.2;32.8;32.6;36.8;33.8;38.2;39;34.4;35.4;40.4;3.583333333;2.6;23.98333333;17.56666667;0.316666667;16.41666667;465;481;416;373;323;411.6;0.05;2.566666667;4.5;1.633333333;0.05;0.166666667;0.3;0;0.65;24.05;0.016666667;0.016666667;0.6;1.5;0.25;1.57;0.2;1.15;1.35;1.283333333;1.1;1.266666667;1.216666667;1.133333333;0;3
El Compromiso;0.05;0.0651341;0.053639847;0.045977011;0.08045977;0.061302682;0.057471264;1;0.8;2;1.6;1.2;2;2.6;2.4;2.4;2.4;1.4;1.8;0.6;0.116666667;0.916666667;1.3;0;0.5;20;12;19;22;35;21.6;0;0;0.166666667;0.183333333;0;0;0;0;0;1.45;0;0;0.2;0;0.25;0.06;0;0.066666667;0;0.133333333;0.05;0.033333333;0.05;0.016666667;0;1
El Corazón;0.069230769;0.084291188;0.061302682;0.057471264;0.045977011;0.049808429;0.057471264;1.2;2;2.6;1.4;1;1;2;2.4;2.8;2.4;1.8;1.6;0.316666667;0.283333333;0.966666667;1.383333333;0.033333333;0.433333333;20;28;21;23;19;22.2;0;0;0.133333333;0.1;0;0;0;0;0;1.583333333;0;0;0;0.25;0;0.07;0.2;0.066666667;0.05;0.033333333;0.083333333;0.033333333;0.033333333;0.016666667;0;2
El Corazon El Morro ;0.007692308;0.022988506;0.007662835;0.011494253;0.003831418;0;0.003831418;0.4;0.2;0.6;0;0;0.6;0.2;0.2;0.4;0.2;0.2;0;0.133333333;0;0.05;0.25;0;0;4;3;4;2;2;3;0;0;0;0.016666667;0;0;0;0;0;0.233333333;0;0;0;0;0;0;0;0;0.016666667;0;0.033333333;0.016666667;0;0.016666667;0;2
El Danubio;0.207692308;0.141762452;0.260536398;0.187739464;0.24137931;0.24137931;0.210727969;7.4;9.4;6;6.8;7.2;5.2;5.2;6.8;6;7.4;4.8;5.6;0.483333333;0.666666667;4.433333333;4.166666667;0.05;2.266666667;80;56;86;101;66;77.8;0.05;0;2.183333333;0.516666667;0;0;0;0;0;3.683333333;0;0;0.4;0.25;1.25;0.32;0;0.316666667;0.283333333;0.183333333;0.333333333;0.233333333;0.25;0.2;2;3
El Diamante;0.565384615;0.471264368;0.501915709;0.559386973;0.551724138;0.620689655;0.574712644;15.4;16.4;18.8;11.8;19.6;14.6;16.6;17.2;15.8;19;14.2;21.2;2.1;3.466666667;7.05;12.66666667;0.016666667;4.033333333;213;203;202;207;178;200.6;0.066666667;0.366666667;2.1;1.916666667;0;0;0;0;0;12.25;0;0;1;2;1.5;0.68;1.2;0.55;0.466666667;0.533333333;0.483333333;0.566666667;0.433333333;0.566666667;0;2
El Diamante No. 2;0.173076923;0.068965517;0.141762452;0.141762452;0.153256705;0.157088123;0.157088123;3.4;4.4;6.2;4.2;5;4;5.4;3.4;3.2;5.6;3.8;3.2;0.183333333;0.166666667;3.533333333;1.55;0.016666667;2.75;52;64;62;50;31;51.8;0;0;0.566666667;0.25;0;0;0;0;0;3.483333333;0;0;0;0;0;0.09;0;0.15;0.133333333;0.2;0.166666667;0.083333333;0.066666667;0.1;1;2
El Estadio;0.819230769;0.444444444;0.800766284;0.701149425;0.831417625;0.816091954;0.885057471;22.2;26.2;28.6;21.6;26;20.8;23;20.6;24;19.4;20.2;23.8;2.083333333;1.85;15.9;12.11666667;0.05;10.86666667;305;326;312;240;199;276.4;0.05;2.15;3.183333333;1.083333333;0;0;0.016666667;0;0;16.5;0;0;0.4;1;0.25;0.66;0.2;0.716666667;0.916666667;0.733333333;0.75;0.833333333;0.716666667;0.95;0;4
El Nogal-Los Almendros;0.3;0.053639847;0.256704981;0.260536398;0.249042146;0.203065134;0.340996169;5.2;7.2;8;7.6;7.4;7.6;9;6;6.6;8.6;6.8;6.8;0.4;0.3;5.95;3.283333333;0.083333333;3.866666667;78;92;87;99;78;86.8;0.016666667;0.2;1.866666667;0.2;0.016666667;0;0.066666667;0;0;4.783333333;0;0;0;0;0;0.21;0;0.366666667;0.183333333;0.266666667;0.3;0.25;0.183333333;0.283333333;6;5
El Pesebre;0.107692308;0.107279693;0.099616858;0.107279693;0.107279693;0.118773946;0.076628352;4.2;3.4;3.2;3.2;3;2.6;2.8;3.8;3.4;3;3;2.2;0.5;0.533333333;1.566666667;2.133333333;0;1.016666667;24;26;47;44;48;37.8;0;0;0.283333333;0.383333333;0;0.083333333;0;0;0.033333333;2.366666667;0;0;0.2;0;0;0.11;0;0.083333333;0.1;0.116666667;0.15;0.083333333;0.083333333;0.1;0;1
El Picacho;0.015384615;0.007662835;0.007662835;0.007662835;0.01532567;0.01532567;0.011494253;0.6;0.4;0.2;0.2;0.4;0.4;0.4;0;0;0;0.8;0.8;0.066666667;0.1;0.1;0.283333333;0;0.066666667;1;7;4;5;4;4.2;0;0;0.033333333;0.05;0;0;0;0;0;0.266666667;0;0;0;0;0;0.01;0;0.016666667;0;0;0;0.016666667;0.016666667;0.016666667;0;1
El Pinal;0.265384615;0.302681992;0.298850575;0.264367816;0.302681992;0.318007663;0.287356322;7.4;8.8;10.6;11;8.4;8.2;8.6;9.8;7.8;7.4;8;10.4;1.8;1.033333333;4.4;5.666666667;0.066666667;3.133333333;115;116;104;107;90;106.4;0.016666667;0;0.75;0.616666667;0;0;0;0;0;7.416666667;0;0;0.6;0.75;0.25;0.58;0.2;0.35;0.283333333;0.216666667;0.3;0.383333333;0.2;0.35;0;2
El Placer;0.003846154;0.003831418;0.007662835;0;0.003831418;0;0.003831418;0.2;0;0;0.2;0.2;0;0.4;0;0.2;0;0;0;0;0.016666667;0.066666667;0.083333333;0;0.016666667;1;3;0;0;2;1.2;0;0;0;0.016666667;0;0;0;0;0;0.083333333;0;0;0;0;0;0;0;0.016666667;0;0;0;0.016666667;0;0.016666667;0;2
El Plan;0.003846154;0;0;0;0;0.003831418;0;0;0;0;0;0;0.2;0;0;0;0.2;0;0;0;0.016666667;0.016666667;0.033333333;0;0;0;1;0;0;1;0.4;0;0;0;0.016666667;0;0;0;0;0;0.016666667;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2
El Plan ;0.015384615;0.003831418;0.007662835;0;0.003831418;0.007662835;0.003831418;0;0.2;0;0;0;0.4;0.4;0.2;0;0.2;0.6;0.2;0.016666667;0.016666667;0.016666667;0.183333333;0;0;7;1;2;1;0;2.2;0;0;0.016666667;0.033333333;0;0;0;0;0;0.133333333;0;0;0;0;0;0;0;0.033333333;0;0;0;0.016666667;0;0;0;2
El Poblado;0.780769231;0.406130268;0.766283525;0.616858238;0.808429119;0.739463602;1.003831418;17.8;22;22.8;20.4;24;23;24.2;24.6;21.2;22.2;22.8;22.2;1.066666667;0.85;18.26666667;7.05;0.05;15.16666667;228;254;240;298;316;267.2;0.066666667;0;4.25;0.933333333;0;0.033333333;0.016666667;0;0;16.86666667;0;0.05;0.6;0;0;0.92;0;0.833333333;0.7;0.683333333;0.6;0.8;0.633333333;0.7;10;5
El Pomar;0.15;0.199233716;0.214559387;0.164750958;0.183908046;0.22605364;0.172413793;4.2;5;5.4;5.6;5.2;5.4;6;6;7.4;6.6;6.4;5.2;1.05;0.666666667;3.066666667;4.383333333;0.016666667;1.3;67;81;58;64;72;68.4;0;0;1.133333333;0.416666667;0;0;0;0;0.016666667;4.116666667;0;0;0.2;0.5;0.5;0.2;0.2;0.166666667;0.2;0.15;0.183333333;0.116666667;0.216666667;0.283333333;0;2
El Progreso;1.103846154;0.616858238;1.0651341;0.881226054;1.095785441;0.988505747;1.072796935;24.4;32.4;36;27;28.4;27.4;25.2;35;31.2;30.2;29.4;29.4;1.733333333;3.116666667;21.38333333;15.45;0.033333333;14.18333333;338;309;345;378;410;356;0.116666667;0.316666667;4.616666667;2.783333333;0;0.033333333;0.016666667;0;0;21.75;0;0;1.6;0.5;0.25;1.14;1;0.933333333;1.116666667;1.083333333;0.983333333;1;0.966666667;0.916666667;4;3
El Progreso No.2;0.073076923;0.088122605;0.091954023;0.095785441;0.0651341;0.076628352;0.0651341;2;1.6;2.4;3.2;4;2.4;2;2;2.2;2;2.8;2.4;0.416666667;0.45;1.166666667;1.716666667;0.05;0.65;28;27;25;43;22;29;0;0;0.216666667;0.316666667;0;0;0;0;0;1.833333333;0;0;0;0;0;0.14;0;0.116666667;0.016666667;0.1;0.066666667;0.066666667;0.066666667;0.066666667;0;1
El Raizal;0.261538462;0.279693487;0.279693487;0.295019157;0.272030651;0.24137931;0.206896552;5.4;6.2;8;9.6;7.4;7.6;6.2;8.2;7.8;8.4;9.2;11.8;1.45;1.266666667;3.65;5.866666667;0.05;2.066666667;101;85;107;87;99;95.8;0.016666667;0;1.05;0.85;0;0;0;0;0;6.016666667;0;0;0.4;0.25;0;0.29;0.2;0.216666667;0.233333333;0.233333333;0.183333333;0.283333333;0.366666667;0.25;0;2
El Rincón;0.473076923;0.432950192;0.402298851;0.459770115;0.524904215;0.463601533;0.486590038;12.2;10.6;16.2;14.4;15.6;14.8;16;15.4;14.2;13.2;13.8;12.8;1.433333333;1.616666667;7.65;8.566666667;0.016666667;5.516666667;158;159;178;200;151;169.2;0.083333333;0.816666667;0.983333333;1.583333333;0;0.016666667;0;0;0;10.6;0;0;0.6;0;0;0.47;1;0.533333333;0.383333333;0.516666667;0.483333333;0.35;0.433333333;0.533333333;0;2
El Rodeo;0.069230769;0.08045977;0.111111111;0.088122605;0.130268199;0.076628352;0.061302682;2.4;2;3;2.4;2.2;2;3.6;3.4;1.8;2.8;3.2;3.4;0.333333333;0.266666667;1.65;1.6;0.016666667;1.066666667;30;30;26;42;33;32.2;0;0.083333333;0.233333333;0.1;0;0;0;0;0;2.25;0;0;0;0.25;0.25;0.04;0;0.116666667;0.133333333;0.066666667;0.066666667;0.1;0.066666667;0.083333333;2;3
El Salado;0.111538462;0.111111111;0.088122605;0.099616858;0.107279693;0.099616858;0.08045977;2;2.8;2.8;3;4.2;2.8;4.6;2;3.6;3.6;3.4;1.6;0.65;0.416666667;1.25;2.25;0;0.783333333;32;47;40;33;30;36.4;0;0.066666667;0.266666667;0.366666667;0;0;0;0;0;2.333333333;0;0;0;0;0.25;0.08;0;0.083333333;0.133333333;0.1;0.033333333;0.15;0.05;0.083333333;0;2
El Salvador;0.276923077;0.333333333;0.283524904;0.283524904;0.344827586;0.340996169;0.314176245;8.4;8;11.8;8.6;9.4;10;10.4;11.8;8;7.8;9.8;9.6;1.15;1;5.3;5.916666667;0.05;3.5;105;114;133;114;102;113.6;0.033333333;0.116666667;1.616666667;0.966666667;0;0;0;0;0;6.683333333;0;0;0.4;0.5;0.75;0.42;0.2;0.333333333;0.35;0.416666667;0.433333333;0.333333333;0.216666667;0.35;4;3
El Socorro;0.042307692;0.038314176;0.030651341;0.030651341;0.026819923;0.053639847;0.026819923;0.4;0.8;1.6;1;0.2;1.2;1.2;1.6;1.2;1.6;0.4;1.8;0.35;0.15;0.416666667;0.816666667;0.016666667;0.25;18;12;16;10;9;13;0;0;0.2;0.05;0;0;0;0;0;0.816666667;0;0;0;0;0.25;0.13;0;0.066666667;0.033333333;0.016666667;0.1;0.066666667;0.033333333;0.033333333;0;2
El Tesoro;0.369230769;0.176245211;0.37164751;0.356321839;0.344827586;0.318007663;0.421455939;9.6;8.4;12.2;11.2;10.8;11.8;13;10.6;9.6;7.8;8.6;9.4;0.216666667;0.583333333;8.5;3.533333333;0.016666667;6.7;113;95;140;128;139;123;0;0.083333333;1.316666667;1.133333333;0;0.033333333;0.016666667;0;0.016666667;7.633333333;0;0;0;0;0;0.18;0.2;0.3;0.4;0.216666667;0.35;0.316666667;0.366666667;0.466666667;0;6
El Triunfo;0.023076923;0.026819923;0.01532567;0.022988506;0.034482759;0.026819923;0.038314176;0.4;0.8;0.8;0.8;0.8;0.8;0.4;0.8;1.2;0.8;1.2;1;0.2;0.133333333;0.183333333;0.683333333;0;0.133333333;10;7;9;9;14;9.8;0;0;0.016666667;0.183333333;0;0;0;0;0;0.616666667;0;0;0;0;0.25;0.01;0;0.033333333;0.033333333;0;0;0.033333333;0.033333333;0.033333333;0;1
El Uvito;0;0.003831418;0;0;0;0;0;0;0;0;0;0;0.2;0;0;0;0;0;0;0;0;0.016666667;0.016666667;0;0;0;0;0;0;1;0.2;0;0;0;0;0;0;0;0;0;0.016666667;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2
El Velódromo;0.388461538;0.199233716;0.421455939;0.348659004;0.444444444;0.375478927;0.429118774;10.8;10.8;12;10.2;13;13;14;12.6;12.6;10.8;9;7.2;0.683333333;1.033333333;8.483333333;6.1;0.033333333;5.2;127;138;138;146;131;136;0.033333333;0.05;2.366666667;0.383333333;0;0;0;0;0.016666667;8.45;0;0;0.6;0.25;0;0.33;0.2;0.483333333;0.4;0.433333333;0.3;0.533333333;0.333333333;0.266666667;2;4
El Vergel;0;0;0.003831418;0;0.003831418;0;0.003831418;0;0;0.2;0;0.2;0;0;0;0;0;0.2;0;0;0;0.033333333;0.033333333;0;0.016666667;0;1;0;2;0;0.6;0;0;0.016666667;0;0;0;0;0;0;0.033333333;0;0;0;0;0;0;0;0;0;0;0;0;0.016666667;0;0;2
Enciso;0.365384615;0.325670498;0.32183908;0.417624521;0.302681992;0.38697318;0.394636015;10.2;11.4;12.8;11.4;11;11.4;11.2;11.6;10.6;9.8;9.6;10.2;1.616666667;1.116666667;6.516666667;7.8;0.166666667;2.966666667;143;137;133;119;124;131.2;0;0.083333333;2.15;0.783333333;0;0;0.016666667;0;0;7.766666667;0;0;0;0.25;1.25;0.39;0.4;0.466666667;0.316666667;0.366666667;0.316666667;0.283333333;0.416666667;0.466666667;0;3
Estación Villa;0.753846154;0.37164751;0.643678161;0.666666667;0.720306513;0.785440613;0.681992337;19.4;20.6;20.6;18.4;20.8;17;23.2;21.6;21;20;19.2;19.4;3.4;1.5;12.93333333;10.28333333;0.216666667;9.6;235;217;231;258;265;241.2;0.016666667;0.933333333;3.8;1.316666667;0;0.033333333;0.066666667;0;0.016666667;13.7;0;0;0.6;0.75;0.25;0.74;0.4;0.5;0.516666667;0.633333333;0.783333333;0.55;0.8;0.75;14;3
Facultad De Minas U. Nacional;0.688461538;0.409961686;0.777777778;0.632183908;0.639846743;0.61302682;0.704980843;13;18.6;22.4;18.6;23;20.6;16.8;24.8;20.2;22.2;17.6;15.2;0.733333333;2.95;11.36666667;11.51666667;0.05;7.85;228;250;238;222;227;233;0.033333333;0;2.183333333;2.266666667;0;0;0.016666667;0;0;14.85;0;0.016666667;0.4;0.75;0;0.72;0;0.55;0.75;0.683333333;0.583333333;0.633333333;0.783333333;0.533333333;4;3
Facultad Veterinaria Y Zootecnia U.De.A.;0.138461538;0.057471264;0.16091954;0.122605364;0.088122605;0.180076628;0.141762452;4.6;5.2;4;5;4.2;3;4.2;3.6;2.8;5;2.6;2.2;0.25;0.316666667;2.85;2.233333333;0;1.633333333;64;61;53;28;26;46.4;0.016666667;0;0.75;0.083333333;0;0;0;0;0;3.016666667;0;0;0.2;0;0;0.11;0.2;0.116666667;0.2;0.2;0.1;0.133333333;0.166666667;0.166666667;1;3
Fátima;0.623076923;0.275862069;0.697318008;0.593869732;0.69348659;0.643678161;0.770114943;17.8;20.8;18;16.8;21.2;18;17.4;21;17.2;19.6;17.6;18.8;0.95;0.966666667;14.96666667;9.816666667;0.05;8.816666667;224;229;228;223;217;224.2;0.066666667;0.016666667;5.433333333;1;0;0.116666667;0;0;0;12;0;0;0.8;0.5;0.25;0.77;0.4;0.566666667;0.566666667;0.566666667;0.6;0.65;0.55;0.733333333;4;4
Ferrini;0.192307692;0.068965517;0.122605364;0.164750958;0.141762452;0.141762452;0.16091954;4.8;4.2;4.6;3.6;5;5.2;3.6;4.6;4.8;4.2;4;3.2;0.4;0.4;2.883333333;2.266666667;0;2.05;60;53;57;42;47;51.8;0.016666667;0;1.1;0.383333333;0;0;0.016666667;0;0;2.8;0;0;0;0;0;0.23;0;0.216666667;0.183333333;0.083333333;0.166666667;0.166666667;0.066666667;0.166666667;3;4
Florencia;0.192307692;0.229885057;0.229885057;0.164750958;0.157088123;0.191570881;0.203065134;5.8;5;10;4.2;5;4.8;6.8;5.4;7.2;5.2;6.4;5.6;0.7;1.066666667;3.183333333;4.1;0.016666667;1.833333333;79;70;63;80;65;71.4;0.016666667;0;1.416666667;0.583333333;0;0;0;0;0;3.916666667;0;0;0.2;0.5;0;0.11;0.4;0.25;0.166666667;0.216666667;0.233333333;0.233333333;0.216666667;0.15;0;3
Florida Nueva;0.442307692;0.249042146;0.498084291;0.398467433;0.448275862;0.494252874;0.528735632;12.6;13.6;11.4;14.4;12.8;14.2;12.6;14.8;15.2;13.4;12.2;12.4;1.483333333;0.733333333;9.616666667;6.683333333;0.116666667;6.5;157;137;177;173;154;159.6;0.066666667;0.016666667;2.55;0.55;0;0;0;0;0.016666667;10.01666667;0;0;0.2;0.75;0;0.52;0;0.55;0.566666667;0.45;0.45;0.383333333;0.5;0.433333333;2;4
Francisco Antonio Zea;0.288461538;0.275862069;0.340996169;0.367816092;0.298850575;0.375478927;0.32183908;8;8.4;9.6;10.2;10.6;12;9.4;11.4;10;8.4;11;9.4;1.266666667;1.083333333;5.633333333;6.716666667;0;3.15;125;126;123;123;95;118.4;0.016666667;0;1.4;0.683333333;0;0;0;0;0.016666667;7.75;0;0;0.6;0.25;0;0.37;0.2;0.283333333;0.583333333;0.333333333;0.316666667;0.383333333;0.3;0.366666667;0;3
